Mon Jul 15 12:14:02 2019

<permalloy> : Rectangle : 0m, 0m, 0m; 640nm, 320nm, 10nm. Cells : 128, 64, 2. Cellsize : 5nm, 5nm, 5nm
<permalloy2> : Rectangle : 0m, 0m, 11nm; 640nm, 320nm, 31nm. Cells : 128, 64, 4. Cellsize : 5nm, 5nm, 5nm
<permalloy0> : Rectangle : 0m, 0m, -21nm; 640nm, 320nm, -1000pm. Cells : 128, 64, 4. Cellsize : 5nm, 5nm, 5nm
<supermesh> : Rectangle : 0m, 0m, -21nm; 640nm, 320nm, 31nm. Cells : 128, 64, 52. Cellsize : 5nm, 5nm, 1000pm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<M> (A/m) <permalloy0> (0m, 0m, 0m; 640nm, 320nm, 20nm)			<M> (A/m) <permalloy> (0m, 0m, 0m; 640nm, 320nm, 10nm)			<M> (A/m) <permalloy2> (0m, 0m, 0m; 640nm, 320nm, 20nm)			

1.9505e-09	627487	60524.3	2352.04	-708137	-208961	-4449.01	627486	60523.7	2352.31
1.9605e-09	631232	58267	-21.4061	-706424	-207823	-4003.65	631232	58266.2	-21.263
1.9705e-09	635466	57795.7	-1751.75	-704849	-205795	-4134.04	635466	57794.9	-1751.92
1.9805e-09	639587	58554.2	-2718.21	-704140	-202892	-4458.66	639587	58553.8	-2718.6
1.9905e-09	643255	59946.4	-3245.33	-704085	-199027	-4186.26	643256	59946.4	-3245.68
2.0005e-09	646206	61838.3	-3616.01	-704552	-194078	-3402.29	646206	61838.8	-3616.12
2.0105e-09	648683	64215.1	-3698.67	-705337	-188487	-2755.64	648683	64215.8	-3698.6
2.0205e-09	651397	66696.3	-2984.93	-705836	-183291	-3034.47	651396	66696.8	-2984.82
2.0305e-09	655097	68295.5	-1467.16	-705807	-179728	-4111.67	655096	68295.9	-1467.17
2.0405e-09	659990	68290.2	438.447	-706516	-178729	-5119.08	659989	68290.6	438.306
2.0505e-09	665862	66241.9	2320.78	-708329	-180491	-5465.55	665861	66242.3	2320.63
2.0605e-09	672436	62160.4	3731	-710233	-183694	-4670.35	672434	62160.9	3731
2.0705e-09	679210	56925.9	4244.52	-712035	-186285	-2619.88	679209	56926.4	4244.74
2.0805e-09	685515	51710.4	3964.7	-715241	-186685	338.252	685514	51710.7	3965.01
2.0905e-09	690910	47336.9	3592.05	-720690	-183635	3809.15	690908	47337	3592.26
2.1005e-09	695712	43795.7	3727.15	-726979	-176127	7208.26	695711	43795.8	3727.22
2.1105e-09	700651	40497.5	4386	-731975	-163647	10471.4	700650	40497.7	4386.01
2.1205e-09	705904	36780.3	5206.87	-734048	-146410	13511.2	705903	36780.7	5206.97
2.1305e-09	711145	32259.2	5812.07	-732746	-126347	15852.4	711144	32259.7	5812.3
2.1405e-09	715914	27258.1	5862.09	-729005	-105950	17006.3	715913	27258.5	5862.35
2.1505e-09	720107	22644.9	5301.13	-724769	-86677.6	16765	720106	22645.1	5301.3
2.1605e-09	723808	19056.2	4491.81	-721795	-69366.2	15356.4	723807	19056.2	4491.87
2.1705e-09	726826	16338.6	3687.86	-720693	-54583.6	13309.1	726825	16338.6	3687.93
2.1805e-09	728964	13960.1	3031.81	-720595	-42090.6	10824.9	728964	13960.2	3031.95
2.1905e-09	730209	11411.2	2723.49	-721109	-32040.5	7771.32	730208	11411.3	2723.71
2.2005e-09	730430	8432.5	2596.94	-722694	-24481.4	4823.49	730430	8432.34	2597.27
2.2105e-09	729627	5001.57	2301.67	-725340	-18059.2	2733.26	729627	5000.92	2302.06
2.2205e-09	728440	1163.34	1723.02	-728101	-10979.9	945.78	728440	1162.25	1723.32
2.2305e-09	728020	-3153.19	1082.52	-731399	-4060.81	-1758.38	728019	-3154.51	1082.62
2.2405e-09	728949	-7603.3	322.535	-737565	-298.639	-5265.19	728949	-7604.72	322.463
2.2505e-09	730736	-10689.7	-1258.5	-747709	-1522.54	-7426.55	730735	-10691.1	-1258.77
2.2605e-09	732502	-10436.6	-3661.09	-757970	-5429.04	-7232.47	732501	-10437.8	-3661.46
2.2705e-09	733148	-6652.48	-5503.23	-764500	-8892.54	-6437.98	733148	-6653.38	-5503.5
2.2805e-09	731745	-1343.4	-5760.81	-766636	-12173.3	-5907.04	731745	-1344.22	-5760.86
2.2905e-09	728406	2955.64	-4553.25	-766304	-16716.9	-5637.17	728406	2954.59	-4553.12
2.3005e-09	724087	4941.44	-2859.26	-766349	-23091.2	-5502.35	724088	4940	-2859
2.3105e-09	719458	5029.89	-1860.2	-768145	-30748	-5307.38	719458	5027.99	-1859.82
2.3205e-09	714808	4545.21	-2006.43	-770964	-38210	-4881.61	714808	4542.89	-2006.06
2.3305e-09	710875	5043.63	-2988.85	-773368	-44312.9	-4412.48	710875	5040.99	-2988.61
2.3405e-09	707953	7869.77	-4358.88	-774337	-48853.8	-3867.47	707954	7866.99	-4358.81
2.3505e-09	704593	13128.3	-4714.37	-772708	-51855.2	-3343.89	704593	13125.6	-4714.49
2.3605e-09	701351	18452.2	-3161.73	-766613	-54188.1	-2811.82	701351	18450	-3161.93
2.3705e-09	699772	22491	-1372.32	-756990	-56801.5	-1447.36	699772	22489.3	-1372.4
2.3805e-09	698800	24940.7	-771.212	-749066	-59789.5	565.778	698802	24939.2	-771.111
2.3905e-09	697023	26357.3	-1294.53	-747231	-60990.8	2290.03	697025	26355.7	-1294.45
2.4005e-09	694551	27187.9	-1855.37	-749676	-57338	3344.84	694553	27186.3	-1855.56
2.4105e-09	692071	27284.3	-1793.18	-753515	-49555.6	3306.69	692072	27282.8	-1793.65
2.4205e-09	690456	26745.4	-1096.54	-756859	-40225.9	2209.62	690457	26744.2	-1097.11
2.4305e-09	690779	25762.1	23.4031	-757664	-31964.4	699.477	690779	25761.4	22.9813
2.4405e-09	693256	23893.6	1474.38	-758413	-27384.4	-736.976	693255	23893.3	1474.16
2.4505e-09	696409	20812.2	2762.26	-762337	-27357.7	-2059.87	696408	20812.2	2762.16
2.4605e-09	698578	17035.9	2752.36	-767488	-31235.9	-3297.37	698577	17035.9	2752.3
